,reference,country,title,author,is_gov,word_count,Body,central_bank,year,language,vader_polarity,lm_polarity,finbert_polarity
2018-06-29,r180628a_BOE,United Kingdom,The UK’s Productivity Problem: Hub No Spokes,Haldane,False,10088,BOE,Bank of England,2018,en,1.0,0.080597014684785,0.10741665
2018-06-30,r180628a_BOE,United Kingdom,The UK’s Productivity Problem: Hub No Spokes,Haldane,False,10088,BOE,Bank of England,2018,en,1.0,0.080597014684785,0.10741665
2018-07-01,r180628a_BOE,United Kingdom,The UK’s Productivity Problem: Hub No Spokes,Haldane,False,10088,BOE,Bank of England,2018,en,1.0,0.080597014684785,0.10741665
2018-07-02,r180628a_BOE,United Kingdom,The UK’s Productivity Problem: Hub No Spokes,Haldane,False,10088,BOE,Bank of England,2018,en,1.0,0.080597014684785,0.10741665
2018-07-03,r180628a_BOE,United Kingdom,The UK’s Productivity Problem: Hub No Spokes,Haldane,False,10088,BOE,Bank of England,2018,en,1.0,0.080597014684785,0.10741665
2018-07-04,r180704a_BOE,United Kingdom,Prudential bank regulation: present and future,Saporta,False,5006,BOE,Bank of England,2018,en,0.9993,-0.2282608683246691,-0.0011901215
2018-07-05,r180705a_BOE,United Kingdom,From protectionism to prosperity,Carney,True,3796,BOE,Bank of England,2018,en,0.9998,0.1025641019066403,0.35585028
2018-07-06,r180705a_BOE,United Kingdom,From protectionism to prosperity,Carney,True,3796,BOE,Bank of England,2018,en,0.9998,0.1025641019066403,0.35585028
2018-07-07,r180705a_BOE,United Kingdom,From protectionism to prosperity,Carney,True,3796,BOE,Bank of England,2018,en,0.9998,0.1025641019066403,0.35585028
2018-07-08,r180705a_BOE,United Kingdom,From protectionism to prosperity,Carney,True,3796,BOE,Bank of England,2018,en,0.9998,0.1025641019066403,0.35585028
2018-07-09,r180705a_BOE,United Kingdom,From protectionism to prosperity,Carney,True,3796,BOE,Bank of England,2018,en,0.9998,0.1025641019066403,0.35585028
2018-07-10,r180705a_BOE,United Kingdom,From protectionism to prosperity,Carney,True,3796,BOE,Bank of England,2018,en,0.9998,0.1025641019066403,0.35585028
2018-07-11,r180705a_BOE,United Kingdom,From protectionism to prosperity,Carney,True,3796,BOE,Bank of England,2018,en,0.9998,0.1025641019066403,0.35585028
2018-07-12,r180705a_BOE,United Kingdom,From protectionism to prosperity,Carney,True,3796,BOE,Bank of England,2018,en,0.9998,0.1025641019066403,0.35585028
2018-07-13,r180713a_BOE,United Kingdom,A little bit of stodginess?,Cunliffe,False,3860,BOE,Bank of England,2018,en,0.9944,-0.6546762542829047,-0.28620824
2018-07-14,r180713a_BOE,United Kingdom,A little bit of stodginess?,Cunliffe,False,3860,BOE,Bank of England,2018,en,0.9944,-0.6546762542829047,-0.28620824
2018-07-15,r180713a_BOE,United Kingdom,A little bit of stodginess?,Cunliffe,False,3860,BOE,Bank of England,2018,en,0.9944,-0.6546762542829047,-0.28620824
2018-07-16,r180713a_BOE,United Kingdom,A little bit of stodginess?,Cunliffe,False,3860,BOE,Bank of England,2018,en,0.9944,-0.6546762542829047,-0.28620824
2018-07-17,r180713a_BOE,United Kingdom,A little bit of stodginess?,Cunliffe,False,3860,BOE,Bank of England,2018,en,0.9944,-0.6546762542829047,-0.28620824
2018-07-18,r180713a_BOE,United Kingdom,A little bit of stodginess?,Cunliffe,False,3860,BOE,Bank of England,2018,en,0.9944,-0.6546762542829047,-0.28620824
2018-07-19,r180713a_BOE,United Kingdom,A little bit of stodginess?,Cunliffe,False,3860,BOE,Bank of England,2018,en,0.9944,-0.6546762542829047,-0.28620824
2018-07-20,r180713a_BOE,United Kingdom,A little bit of stodginess?,Cunliffe,False,3860,BOE,Bank of England,2018,en,0.9944,-0.6546762542829047,-0.28620824
2018-07-21,r180713a_BOE,United Kingdom,A little bit of stodginess?,Cunliffe,False,3860,BOE,Bank of England,2018,en,0.9944,-0.6546762542829047,-0.28620824
2018-07-22,r180713a_BOE,United Kingdom,A little bit of stodginess?,Cunliffe,False,3860,BOE,Bank of England,2018,en,0.9944,-0.6546762542829047,-0.28620824
2018-07-23,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-07-24,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-07-25,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-07-26,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-07-27,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-07-28,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-07-29,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-07-30,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-07-31,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-01,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-02,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-03,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-04,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-05,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-06,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-07,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-08,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-09,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-10,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-11,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-12,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-13,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-14,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-15,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-16,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-17,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-18,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-19,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-20,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-21,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-22,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-23,r180723a_BOE,United Kingdom,The history and future of QE,Broadbent,False,4838,BOE,Bank of England,2018,en,0.9997,-0.0994764392697568,-0.002106112
2018-08-24,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-08-25,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-08-26,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-08-27,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-08-28,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-08-29,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-08-30,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-08-31,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-09-01,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-09-02,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-09-03,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-09-04,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-09-05,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-09-06,r180824a_BOE,United Kingdom,Market power and monetary policy,Haldane,False,8526,BOE,Bank of England,2018,en,0.9998,-0.2907801408128364,-0.0064875213
2018-09-07,r180907a_BOE,United Kingdom,From the great moderation to the great recession and beyond,Kohn,False,2370,BOE,Bank of England,2018,en,0.9995,-0.07499999953125,0.2695921
2018-09-08,r180907a_BOE,United Kingdom,From the great moderation to the great recession and beyond,Kohn,False,2370,BOE,Bank of England,2018,en,0.9995,-0.07499999953125,0.2695921
2018-09-09,r180907a_BOE,United Kingdom,From the great moderation to the great recession and beyond,Kohn,False,2370,BOE,Bank of England,2018,en,0.9995,-0.07499999953125,0.2695921
2018-09-10,r180907a_BOE,United Kingdom,From the great moderation to the great recession and beyond,Kohn,False,2370,BOE,Bank of England,2018,en,0.9995,-0.07499999953125,0.2695921
2018-09-11,r180907a_BOE,United Kingdom,From the great moderation to the great recession and beyond,Kohn,False,2370,BOE,Bank of England,2018,en,0.9995,-0.07499999953125,0.2695921
2018-09-12,r180907a_BOE,United Kingdom,From the great moderation to the great recession and beyond,Kohn,False,2370,BOE,Bank of England,2018,en,0.9995,-0.07499999953125,0.2695921
2018-09-13,r180907a_BOE,United Kingdom,From the great moderation to the great recession and beyond,Kohn,False,2370,BOE,Bank of England,2018,en,0.9995,-0.07499999953125,0.2695921
2018-09-14,r180914a_BOE,United Kingdom,The future of work,Carney,True,4195,BOE,Bank of England,2018,en,0.9999,0.0202020200999898,0.09749748
2018-09-15,r180914a_BOE,United Kingdom,The future of work,Carney,True,4195,BOE,Bank of England,2018,en,0.9999,0.0202020200999898,0.09749748
2018-09-16,r180914a_BOE,United Kingdom,The future of work,Carney,True,4195,BOE,Bank of England,2018,en,0.9999,0.0202020200999898,0.09749748
2018-09-17,r180914a_BOE,United Kingdom,The future of work,Carney,True,4195,BOE,Bank of England,2018,en,0.9999,0.0202020200999898,0.09749748
2018-09-18,r180914a_BOE,United Kingdom,The future of work,Carney,True,4195,BOE,Bank of England,2018,en,0.9999,0.0202020200999898,0.09749748
2018-09-19,r180919a_BOE,United Kingdom,Folk wisdom,Haldane,False,10378,BOE,Bank of England,2018,en,1.0,-0.0577777776493827,0.008722607
2018-09-20,r180919a_BOE,United Kingdom,Folk wisdom,Haldane,False,10378,BOE,Bank of England,2018,en,1.0,-0.0577777776493827,0.008722607
2018-09-21,r180919a_BOE,United Kingdom,Folk wisdom,Haldane,False,10378,BOE,Bank of England,2018,en,1.0,-0.0577777776493827,0.008722607
2018-09-22,r180919a_BOE,United Kingdom,Folk wisdom,Haldane,False,10378,BOE,Bank of England,2018,en,1.0,-0.0577777776493827,0.008722607
2018-09-23,r180919a_BOE,United Kingdom,Folk wisdom,Haldane,False,10378,BOE,Bank of England,2018,en,1.0,-0.0577777776493827,0.008722607
2018-09-24,r180919a_BOE,United Kingdom,Folk wisdom,Haldane,False,10378,BOE,Bank of England,2018,en,1.0,-0.0577777776493827,0.008722607
2018-09-25,r180925a_BOE,United Kingdom,The yield curve and QE,Vlieghe,False,5714,BOE,Bank of England,2018,en,0.9998,-0.3641618476060009,0.0010552668
2018-09-26,r180925a_BOE,United Kingdom,The yield curve and QE,Vlieghe,False,5714,BOE,Bank of England,2018,en,0.9998,-0.3641618476060009,0.0010552668
2018-09-27,r180927a_BOE,United Kingdom,Real-Time Gross Settlement (RTGS) Renewal: Enabling the next generation of payments,Cleland,False,1968,BOE,Bank of England,2018,en,0.9999,0.5510204025406081,0.74394727
2018-09-27,r180927b_BOE,United Kingdom,A ‘D to Z’ of current issues in insurance supervision,Rule,False,2877,BOE,Bank of England,2018,en,0.9986,-0.1612903212799167,-0.013747752
2018-09-28,r180928b_BOE,United Kingdom,"Slides from Alex Brazier's speech at the conference on ‘Non-bank Financial Institutions and Financial Stability’, Bank of England",No_Info,False,456,BOE,Bank of England,2018,en,0.9673,-0.6363636074380178,-0.0019075561
2018-09-28,r180928a_BOE,United Kingdom,Finding the right balance,Ramsden,False,4149,BOE,Bank of England,2018,en,0.9996,-0.2567567550219138,0.001180768
2018-09-29,r180928a_BOE,United Kingdom,Finding the right balance,Ramsden,False,4149,BOE,Bank of England,2018,en,0.9996,-0.2567567550219138,0.001180768
2018-09-30,r180928a_BOE,United Kingdom,Finding the right balance,Ramsden,False,4149,BOE,Bank of England,2018,en,0.9996,-0.2567567550219138,0.001180768
2018-10-01,r180928a_BOE,United Kingdom,Finding the right balance,Ramsden,False,4149,BOE,Bank of England,2018,en,0.9996,-0.2567567550219138,0.001180768
2018-10-02,r180928a_BOE,United Kingdom,Finding the right balance,Ramsden,False,4149,BOE,Bank of England,2018,en,0.9996,-0.2567567550219138,0.001180768
2018-10-03,r180928a_BOE,United Kingdom,Finding the right balance,Ramsden,False,4149,BOE,Bank of England,2018,en,0.9996,-0.2567567550219138,0.001180768
2018-10-04,r180928a_BOE,United Kingdom,Finding the right balance,Ramsden,False,4149,BOE,Bank of England,2018,en,0.9996,-0.2567567550219138,0.001180768
2018-10-05,r180928a_BOE,United Kingdom,Finding the right balance,Ramsden,False,4149,BOE,Bank of England,2018,en,0.9996,-0.2567567550219138,0.001180768
2018-10-06,r180928a_BOE,United Kingdom,Finding the right balance,Ramsden,False,4149,BOE,Bank of England,2018,en,0.9996,-0.2567567550219138,0.001180768
2018-10-07,r180928a_BOE,United Kingdom,Finding the right balance,Ramsden,False,4149,BOE,Bank of England,2018,en,0.9996,-0.2567567550219138,0.001180768
2018-10-08,r180928a_BOE,United Kingdom,Finding the right balance,Ramsden,False,4149,BOE,Bank of England,2018,en,0.9996,-0.2567567550219138,0.001180768
2018-10-09,r180928a_BOE,United Kingdom,Finding the right balance,Ramsden,False,4149,BOE,Bank of England,2018,en,0.9996,-0.2567567550219138,0.001180768
2018-10-10,r181010a_BOE,United Kingdom,Pay Power,Haldane,False,6570,BOE,Bank of England,2018,en,0.9991,-0.4193548370187305,-0.08459554
2018-10-11,r181010a_BOE,United Kingdom,Pay Power,Haldane,False,6570,BOE,Bank of England,2018,en,0.9991,-0.4193548370187305,-0.08459554
2018-10-12,r181010a_BOE,United Kingdom,Pay Power,Haldane,False,6570,BOE,Bank of England,2018,en,0.9991,-0.4193548370187305,-0.08459554
2018-10-13,r181010a_BOE,United Kingdom,Pay Power,Haldane,False,6570,BOE,Bank of England,2018,en,0.9991,-0.4193548370187305,-0.08459554
2018-10-14,r181010a_BOE,United Kingdom,Pay Power,Haldane,False,6570,BOE,Bank of England,2018,en,0.9991,-0.4193548370187305,-0.08459554
2018-10-15,r181010a_BOE,United Kingdom,Pay Power,Haldane,False,6570,BOE,Bank of England,2018,en,0.9991,-0.4193548370187305,-0.08459554
2018-10-16,r181010a_BOE,United Kingdom,Pay Power,Haldane,False,6570,BOE,Bank of England,2018,en,0.9991,-0.4193548370187305,-0.08459554
2018-10-17,r181010a_BOE,United Kingdom,Pay Power,Haldane,False,6570,BOE,Bank of England,2018,en,0.9991,-0.4193548370187305,-0.08459554
2018-10-18,r181010a_BOE,United Kingdom,Pay Power,Haldane,False,6570,BOE,Bank of England,2018,en,0.9991,-0.4193548370187305,-0.08459554
2018-10-19,r181019a_BOE,United Kingdom,True Finance,Carney,True,4778,BOE,Bank of England,2018,en,0.9977,-0.3375796167593006,-0.036238283
2018-10-20,r181019a_BOE,United Kingdom,True Finance,Carney,True,4778,BOE,Bank of England,2018,en,0.9977,-0.3375796167593006,-0.036238283
2018-10-21,r181019a_BOE,United Kingdom,True Finance,Carney,True,4778,BOE,Bank of England,2018,en,0.9977,-0.3375796167593006,-0.036238283
2018-10-22,r181019a_BOE,United Kingdom,True Finance,Carney,True,4778,BOE,Bank of England,2018,en,0.9977,-0.3375796167593006,-0.036238283
2018-10-23,r181019a_BOE,United Kingdom,True Finance,Carney,True,4778,BOE,Bank of England,2018,en,0.9977,-0.3375796167593006,-0.036238283
2018-10-24,r181019a_BOE,United Kingdom,True Finance,Carney,True,4778,BOE,Bank of England,2018,en,0.9977,-0.3375796167593006,-0.036238283
2018-10-25,r181025a_BOE,United Kingdom,Good cop/bad cop,Woods,False,2781,BOE,Bank of England,2018,en,0.9996,-0.4505494455983577,0.1651588
2018-10-26,r181025a_BOE,United Kingdom,Good cop/bad cop,Woods,False,2781,BOE,Bank of England,2018,en,0.9996,-0.4505494455983577,0.1651588
2018-10-27,r181025a_BOE,United Kingdom,Good cop/bad cop,Woods,False,2781,BOE,Bank of England,2018,en,0.9996,-0.4505494455983577,0.1651588
2018-10-28,r181025a_BOE,United Kingdom,Good cop/bad cop,Woods,False,2781,BOE,Bank of England,2018,en,0.9996,-0.4505494455983577,0.1651588
2018-10-29,r181025a_BOE,United Kingdom,Good cop/bad cop,Woods,False,2781,BOE,Bank of England,2018,en,0.9996,-0.4505494455983577,0.1651588
2018-10-30,r181025a_BOE,United Kingdom,Good cop/bad cop,Woods,False,2781,BOE,Bank of England,2018,en,0.9996,-0.4505494455983577,0.1651588
2018-10-31,r181025a_BOE,United Kingdom,Good cop/bad cop,Woods,False,2781,BOE,Bank of England,2018,en,0.9996,-0.4505494455983577,0.1651588
2018-11-01,r181025a_BOE,United Kingdom,Good cop/bad cop,Woods,False,2781,BOE,Bank of England,2018,en,0.9996,-0.4505494455983577,0.1651588
2018-11-02,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-03,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-04,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-05,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-06,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-07,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-08,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-09,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-10,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-11,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-12,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-13,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-14,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-15,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-16,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-17,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-18,r181102a_BOE,United Kingdom,£50 character selection and Future Forum launch,Carney,True,1811,BOE,Bank of England,2018,en,0.9998,0.4237288063774779,0.36375457
2018-11-19,r181119a_BOE,United Kingdom,Cyborg supervision,Proudman,False,2885,BOE,Bank of England,2018,en,0.9997,0.1999999981818182,0.14631376
2018-11-20,r181119a_BOE,United Kingdom,Cyborg supervision,Proudman,False,2885,BOE,Bank of England,2018,en,0.9997,0.1999999981818182,0.14631376
2018-11-21,r181121a_BOE,United Kingdom,Remarks at the Accounting for Sustainability Summit 2018,Carney,True,2316,BOE,Bank of England,2018,en,0.9995,0.0222222219753086,0.20489392
2018-11-22,r181122a_BOE,United Kingdom,Some effects of demographic change on the UK economy,Saunders,False,4952,BOE,Bank of England,2018,en,0.9999,0.0862944158056121,-0.012238904
2018-11-23,r181122a_BOE,United Kingdom,Some effects of demographic change on the UK economy,Saunders,False,4952,BOE,Bank of England,2018,en,0.9999,0.0862944158056121,-0.012238904
2018-11-24,r181122a_BOE,United Kingdom,Some effects of demographic change on the UK economy,Saunders,False,4952,BOE,Bank of England,2018,en,0.9999,0.0862944158056121,-0.012238904
2018-11-25,r181122a_BOE,United Kingdom,Some effects of demographic change on the UK economy,Saunders,False,4952,BOE,Bank of England,2018,en,0.9999,0.0862944158056121,-0.012238904
2018-11-26,r181126a_BOE,United Kingdom,From construction to maintenance: patrolling the ring-fence,Proudman,False,3027,BOE,Bank of England,2018,en,0.9975,-0.3894736801108033,0.14211032
2018-11-27,r181127a_BOE,United Kingdom,Transforming our payments infrastructure,Cleland,False,2400,BOE,Bank of England,2018,en,0.9998,0.4712643623992602,0.68851125
2018-11-28,r181127a_BOE,United Kingdom,Transforming our payments infrastructure,Cleland,False,2400,BOE,Bank of England,2018,en,0.9998,0.4712643623992602,0.68851125
2018-11-29,r181127a_BOE,United Kingdom,Transforming our payments infrastructure,Cleland,False,2400,BOE,Bank of England,2018,en,0.9998,0.4712643623992602,0.68851125
2018-11-30,r181127a_BOE,United Kingdom,Transforming our payments infrastructure,Cleland,False,2400,BOE,Bank of England,2018,en,0.9998,0.4712643623992602,0.68851125
2018-12-01,r181127a_BOE,United Kingdom,Transforming our payments infrastructure,Cleland,False,2400,BOE,Bank of England,2018,en,0.9998,0.4712643623992602,0.68851125
2018-12-02,r181127a_BOE,United Kingdom,Transforming our payments infrastructure,Cleland,False,2400,BOE,Bank of England,2018,en,0.9998,0.4712643623992602,0.68851125
2018-12-03,r181127a_BOE,United Kingdom,Transforming our payments infrastructure,Cleland,False,2400,BOE,Bank of England,2018,en,0.9998,0.4712643623992602,0.68851125
2018-12-04,r181127a_BOE,United Kingdom,Transforming our payments infrastructure,Cleland,False,2400,BOE,Bank of England,2018,en,0.9998,0.4712643623992602,0.68851125
2018-12-05,r181205a_BOE,United Kingdom,Stock-take of global cyber security regulatory initiatives,Nelson,False,5229,BOE,Bank of England,2018,en,0.9987,-0.3774834424586641,-0.043716148
2018-12-06,r181206b_BOE,United Kingdom,Why the buy-side should buy into the FX Global Code,Hauser,False,2305,BOE,Bank of England,2018,en,0.9998,-0.0512820506245891,0.32773948
2018-12-06,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-07,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-08,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-09,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-10,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-11,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-12,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-13,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-14,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-15,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
2018-12-16,r181206a_BOE,United Kingdom,Setting standards,Ramsden,False,2229,BOE,Bank of England,2018,en,0.9999,0.5616438279226873,0.61936116
